,0
342,0.0
343,295.97539539145316
344,0.0
345,0.0
346,69.73673394491533
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,41.36542557113412
353,0.0
354,24.920911624515067
355,0.0
356,44.22995722926729
357,88.97097510451157
358,0.0
359,425.70730282850224
360,0.0
361,0.0
362,0.0
363,2448.80518930629
364,0.0
365,0.0
366,276.42573379479694
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,35.659743390804756
373,561.5259037697285
374,0.0
375,107.54567541009743
376,0.0
377,0.0
378,0.0
379,35.273667093123606
380,0.0
381,27.956867618662862
382,0.0
383,1203.1544791970753
384,0.0
385,0.0
386,22.170016727998107
387,27.265974821911474
388,0.0
389,0.0
390,0.0
391,49.21034840674219
392,0.0
393,0.0
394,0.0
395,41.73127054995969
396,0.0
397,108.14244099631676
398,0.0
399,20.934137431565905
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,61.841876742518934
410,0.0
411,60.25044361606288
412,31.043860716437187
413,0.0
414,0.0
415,0.0
416,0.0
417,121.73032146725812
418,26.2658434024538
419,0.0
420,0.0
421,73.80502797993881
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,0.0
428,0.0
429,224.2845774866167
430,56.70318355653772
431,26.1727097961285
432,0.0
433,68.66348117065378
434,0.0
435,0.0
436,0.0
437,60.48627564872924
438,0.0
439,0.0
440,0.0
441,185.65424600831034
442,114.23762468256548
443,0.0
444,126.88504705544607
445,0.0
446,191.78026881766252
447,0.0
448,997.5521470574882
449,1397.2060758618463
450,490.6619141911879
451,0.0
452,162.87228771268374
453,0.0
454,329.38007003194065
455,281.36722488293947
456,0.0
457,1045.1868064941198
458,119.03851033202537
459,123.27325152867336
460,640.6036565507143
461,178.99631642223804
462,0.0
463,571.5784292022373
464,1345.2100703638725
465,1580.3459315160035
466,4217.566148334815
467,598.5851402756099
468,40.84873873483626
469,588.5823502375033
470,1642.2226642480287
471,0.0
472,0.0
473,588.1876438013043
474,0.0
475,468.52191388828544
476,155.42419907985996
477,1321.8234083952548
478,0.0
479,0.0
480,118.51112006679098
481,0.0
482,1838.6302522193628
483,407.13603577818964
484,1456.5325886318017
485,0.0
486,0.0
487,1189.6391301234144
488,27.91228086360582
489,0.0
490,2088.6933370683664
491,884.8144712099448
492,889.3920604538441
493,645.9390185430967
494,178.85882479469848
495,158.23917176630886
496,3284.7730183180925
497,506.5438225817626
498,0.0
499,356.37654738001356
500,0.0
501,0.0
502,0.0
503,41.78261405706386
504,36.1873481104127
505,119.87679714551017
506,433.649333948914
507,219.6093604568062
508,162.25487523844407
509,2135.5242106607348
510,529.7193286300026
511,0.0
512,54.78658059089031
513,0.0
514,0.0
515,408.4456504846535
516,283.6308070680815
517,0.0
518,170.3458105479283
519,0.0
520,12950.676298583163
521,0.0
522,0.0
523,12044.661103359842
524,0.0
525,0.0
526,1310.538945806766
527,0.0
528,984.8483550632747
529,0.0
530,40.171375138873714
531,2046.8074390766412
532,1487.8144686197206
533,1592.6950877084564
534,711.7422914893593
535,1692.6939108464092
536,2912.381560186099
537,309.1072686472514
538,0.0
539,122.30851539619067
540,513.1048166936226
541,304.10378354319477
542,0.0
543,70.24090842900992
544,136.86761353566524
545,0.0
546,201.7929909168128
547,124.1019443625319
548,0.0
549,0.0
550,1033.9751749847335
551,632.8536748361181
552,480.3751188374494
553,825.9933365294295
554,835.3732075139208
555,0.0
556,1709.7914939010393
557,201.5631482191734
558,566.7557048653119
559,392.9762248320663
560,0.0
561,339.85580613749266
562,164.66364583813564
563,0.0
564,0.0
565,0.0
566,0.0
567,893.165948801703
568,0.0
569,44.9946041451971
570,0.0
571,0.0
572,41.43735745475873
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,329.27115399363623
580,0.0
581,0.0
582,91.3210262044905
583,42.875911281076704
584,0.0
585,380.5487154146014
586,0.0
587,0.0
588,0.0
589,0.0
590,47.90519455120134
591,0.0
592,982.463630019438
593,80.30646525005444
594,0.0
595,324.9683661838788
596,111.1314594459285
597,41.81656923277403
598,104.29615256715593
599,199.60483184739067
600,46.76022119212299
601,442.3690591488068
602,102.10561341358449
603,51.94997130684258
604,0.0
605,111.12620078485494
606,0.0
607,30.719316595477622
608,180.80572288269443
609,0.0
610,0.0
611,107.73977135572311
612,0.0
613,136.78063668633303
614,929.0699086044913
615,326.05737275877067
616,546.6225299145658
617,0.0
618,219.08395243162846
619,0.0
620,0.0
621,240.21199415354064
622,861.0721560841736
623,250.64428319875972
624,206.45078479390446
625,0.0
626,0.0
627,303.22725974269923
628,0.0
629,1722.6377179551314
630,57.243395366738525
631,0.0
632,788.5830241763406
633,0.0
634,1512.9157130603162
635,0.0
636,194.135705511568
637,0.0
638,2253.996670491114
639,35.232216100788925
640,2044.5715766545645
641,0.0
642,1397.9275020644147
643,415.26570608839353
644,0.0
645,849.5373104857235
646,193.57062721665108
647,0.0
648,23.778143580856224
649,940.938149725967
650,460.2934390964439
651,70.65377745203813
652,455.53376520234303
653,223.7635194625028
654,0.0
655,238.60037327103493
656,461.07271980304165
657,0.0
658,0.0
659,890.8375784696862
660,72.35968243752232
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,176.4460078503201
668,63.561458140392055
669,3598.92585913144
670,1225.231543917209
671,766.5340299598088
672,0.0
673,0.0
674,0.0
675,274.2286467040116
676,245.6135816545697
677,714.8669807481529
678,4103.096611788378
679,0.0
680,0.0
681,0.0
682,0.0
683,70.76836788716726
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,288.56270308789976
691,0.0
692,111.54154610691799
693,177.34886630788563
694,0.0
695,161.09997069516658
696,1186.1501692098466
697,787.754479695333
698,288.4543152948496
699,0.0
700,318.93595527172266
701,192.56983672489562
702,957.9506793713311
703,485.70086456945705
704,746.537810862405
705,366.6523212129434
706,64.02153617145532
707,17.99533839782266
708,159.26479742403808
709,36.43076321663457
710,0.0
711,178.33343561127205
712,394.15067105854723
713,0.0
714,35.840344914368565
715,667.1704797071204
716,106.07372367335186
717,723.5338241529676
718,282.988026147703
719,177.11275741032355
720,48.5806035624472
721,25.7626068529434
722,323.786993310094
723,1153.3524601827896
724,606.5640038323326
725,83.03807383326824
726,1281.3411562083613
727,164.8398118298437
728,356.3442518996912
729,612.854048568079
730,968.534564046664
731,374.4665241757808
732,0.0
733,408.5691681186197
734,3930.793852208629
735,259.4171345997051
736,0.0
737,439.0760573672753
738,426.54326704497805
739,2165.1756353745186
740,1192.1118991461808
741,177.03027850360453
742,208.25455799598961
743,962.0266992998775
744,115.9792270497706
745,26.49923548706521
746,525.8548875055448
747,465.4569226404724
748,1828.8798756569797
749,123.25043732231028
750,0.0
751,1094.255989240171
752,2936.318745631012
753,1463.8069016781108
754,163.89935611289675
755,0.0
756,405.37331986524816
757,0.0
758,0.0
759,0.0
760,2248.3118908228794
761,1459.3964620990184
762,1377.4846000720754
763,0.0
764,69.10738511825326
765,0.0
766,0.0
767,53.16974876379577
768,2268.2151975358324
769,2335.3099020954437
770,1536.899453209315
771,198.05624572760357
772,0.0
773,2363.0812377931625
774,0.0
775,0.0
776,139.63984955308484
777,580.7530345731531
778,266.69350313498256
779,647.9057333466401
780,2165.177456744608
781,584.9243081048133
782,0.0
783,508.5215149590183
784,0.0
785,0.0
786,99.74153911650075
787,125.5951512580336
788,783.9004054827711
789,524.6566886572102
790,1090.5663862680965
791,1992.4008100320584
792,1059.2421327506356
793,1443.1536617728125
794,1473.755018519991
795,107.58512071958495
796,58.470803525262944
797,2008.9556857294938
798,4068.7144679126945
799,0.0
800,0.0
801,0.0
802,0.0
803,0.0
804,0.0
805,1391.8734375854222
806,0.0
807,518.5703624055201
808,1918.4646935352196
809,1132.764143826447
810,290.4456699698401
811,453.16820691299847
812,0.0
813,0.0
814,46.64484559835371
815,0.0
816,75.90279780064125
817,33.64659275597788
818,24.02562566309359
819,0.0
820,31.727405724766417
821,28.996069476617194
822,0.0
823,73.13350719511652
824,0.0
825,146.35296918913858
826,654.9592085016244
827,0.0
828,1413.7483822678703
829,410.8373344686624
830,511.39503885701083
831,0.0
832,0.0
833,0.0
834,205.77354619091355
835,0.0
836,0.0
837,26.940927107424052
838,211.26577759488075
839,0.0
840,652.6485740329852
841,60.15794113571239
842,135.65170450110116
843,121.06130881840075
844,353.57847498639325
845,1340.611265685436
846,0.0
847,849.9883634108347
848,6092.754796171291
849,0.0
850,261.85724980464227
851,57.94816017396972
852,114.8753139110494
853,93.91668592071433
854,321.1611916899741
855,1152.9091894346884
856,495.1566299808536
857,0.0
858,0.0
859,415.0981055768432
860,851.518523920344
861,1422.6870100154622
862,216.82870480578433
863,777.929621187874
864,86.324726779538
865,40.75024915075399
866,134.2138284400713
867,1021.9739556671883
868,372.3470894434588
869,690.7080715689941
870,1509.7651428002873
871,454.8790473677009
872,2696.3469362272185
873,158.1895855322888
874,199.65315023396826
875,86.57576262601349
876,0.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,181.31821251959298
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,1440.320823273045
890,0.0
891,0.0
892,0.0
893,65.12955616679031
894,2020.1759073807636
895,0.0
896,188.83123616740258
897,99.73278845630996
898,326.9703029070206
899,397.1374133151359
900,86.7883584493646
901,0.0
902,0.0
903,635.4525199781239
904,173.22321830409786
905,0.0
906,395.4176720848874
907,317.59358910566823
908,313.27512600269637
909,312.64862931415684
910,301.5256519169485
911,0.0
912,22.540660262078365
913,0.0
914,0.0
915,0.0
916,1874.1073874184785
917,211.71581832343446
918,583.5146126109659
919,8927.343456429595
920,1838.2003125052672
921,2138.5512705725314
922,3561.2887144293136
923,121.64878786356235
924,186.18315328948844
925,1570.1171527835108
926,641.8655778588944
927,26.34448323462046
928,64.58189367535171
929,258.89872295764013
930,707.4539197651332
931,246.5793387174474
932,0.0
933,517.0294875464945
934,30.702191483778925
935,0.0
936,0.0
937,0.0
938,0.0
939,319.5263610900387
940,115.00746605264328
941,0.0
942,75.7053589860123
943,23.341975864108004
944,0.0
945,50.11981113423039
946,303.4233020503024
947,330.7829909236816
948,157.78884326274041
949,0.0
950,798.7988852125003
951,0.0
952,38.11298124331765
953,675.5077415879998
954,36.68052338931875
955,233.1122370361958
956,366.9160023954736
957,0.0
958,569.2426686576678
959,2231.4059022173005
960,1520.7711353664404
961,199.55885250360305
962,322.49465897420805
963,385.1285409825726
964,452.3873146079884
965,209.24341688518015
966,948.1269603734428
967,0.0
968,0.0
969,0.0
970,24.468304854024503
971,317.18406288366566
972,147.68912266957403
973,0.0
974,772.7968932922548
975,158.9641513597257
976,461.14970832908807
977,0.0
978,0.0
979,0.0
980,0.0
981,49.599402020808775
982,0.0
983,0.0
984,140.4695824525247
985,117.16818028049445
986,261.7678361707202
987,133.15451485877045
988,706.302285932523
989,324.35182482021827
990,80.10789411503396
991,275.28920743818344
992,26.75700230448622
993,414.79799284288583
994,579.4565850439963
995,344.0875785452807
996,382.9465603027881
997,0.0
998,678.364741359495
999,0.0
1000,95.43074658007478
1001,0.0
1002,31.75696678818446
1003,214.07877656131717
1004,112.09415565502843
1005,325.09595163104194
1006,518.4142410883253
1007,203.65445255880735
1008,0.0
1009,190.62811546711333
1010,329.77700887248216
1011,0.0
1012,379.13859036513907
1013,0.0
1014,70.82174884971948
1015,0.0
1016,0.0
1017,280.66354424306235
1018,71.03730795290552
1019,115.40566795495202
1020,0.0
1021,3211.1730940958632
1022,4527.098303543308
1023,2493.9907847663194
1024,0.0
1025,427.87271400167555
1026,88.46796726734753
1027,289.7558533517672
1028,0.0
1029,106.67661194719187
1030,0.0
1031,2694.9646918888043
1032,703.3910374578173
1033,0.0
1034,64.66486061883809
1035,2978.686562284351
1036,1085.986047552516
1037,1106.961052343529
1038,0.0
1039,0.0
1040,0.0
1041,0.0
1042,0.0
1043,0.0
1044,25.56845031413323
1045,52.81362873135166
1046,0.0
1047,41.91848740988622
1048,0.0
1049,0.0
1050,23.316363486784354
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,26.14031113822831
1056,0.0
1057,0.0
1058,78.1673656698718
1059,0.0
1060,0.0
1061,70.04900773275355
1062,0.0
1063,0.0
1064,26.173982303428794
1065,49.01992436287405
1066,0.0
1067,0.0
1068,0.0
1069,0.0
1070,0.0
1071,42.006925939594744
1072,128.08164603596123
1073,79.37453200442472
1074,29.851285883747263
1075,0.0
1076,59.91829493575311
1077,0.0
1078,63.656261734854674
1079,0.0
1080,40.46440764361837
1081,80.73362651783378
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,0.0
1089,0.0
1090,1009.8048139840624
1091,0.0
1092,207.8537504679502
1093,114.65938289766034
1094,563.2511644950388
1095,425.6210950777749
1096,36.639284260702205
1097,1141.5582306598963
1098,0.0
1099,3842.6754598616894
1100,8437.598663369903
1101,61.673204173671394
1102,1136.9544533135236
1103,1138.9537090869958
1104,5174.21712928991
1105,5229.254869545515
1106,4492.555933959044
1107,440.34035060070494
1108,121.5579805284317
1109,1745.1587163101888
1110,520.8107290005295
1111,245.18077566584395
1112,2900.3700718384325
1113,193.1653725425551
1114,79.17106814095614
1115,115.72685705829856
1116,1052.7717001577796
1117,193.30622703706868
1118,76.41559237913144
1119,658.0479837334116
1120,386.3033442208143
1121,176.49634531259397
1122,220.83687953070117
1123,29.84088974704945
1124,892.1013511510504
1125,212.71395296257506
1126,870.6076140716742
1127,0.0
1128,1138.2596616956178
1129,38.8328345422468
1130,1084.903888931404
1131,370.53708846396904
1132,324.60715919284866
1133,0.0
1134,773.5412117070349
1135,0.0
1136,3645.7189422909005
1137,534.5513423232095
1138,1686.5556563334462
1139,246.29136780364038
1140,545.3245819331777
1141,1080.0261350972773
1142,512.9902583232855
1143,52.02681962278561
1144,0.0
1145,0.0
1146,0.0
1147,1865.8105399943665
1148,3672.7590073132033
1149,3084.9132732901076
1150,78.72787930456526
1151,2461.0901111756325
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,0.0
1159,0.0
1160,828.8346246120574
1161,105.83852302403812
1162,0.0
1163,131.04879517329542
1164,0.0
1165,0.0
1166,42.93569628785534
1167,640.8508751674935
1168,136.18793920262758
1169,2437.0734549633657
1170,450.2131268413637
1171,2255.907042443256
1172,2964.663260966012
1173,922.0078042141905
1174,1288.8067514517516
1175,275.59253383563936
1176,3454.0246198486443
1177,343.6528361062498
1178,620.2364105876652
1179,0.0
1180,50.70185997818637
1181,0.0
1182,152.41065526030604
1183,0.0
1184,0.0
1185,0.0
1186,489.357897075461
1187,835.1032926785357
1188,1063.4277074703787
1189,89.23808780495766
1190,27.338086575685416
1191,116.60534600524406
1192,2185.0476982066516
1193,726.1737437590558
1194,0.0
1195,245.42781460290192
1196,4250.090803967989
1197,2390.3402664007485
1198,4013.7546419258138
1199,115.5004393934332
1200,1839.8219180872388
1201,1439.101665870853
1202,365.8925602534613
1203,631.115201559004
1204,701.9805482227547
1205,321.2193652540247
1206,163.5045537748128
1207,337.4866048709361
1208,404.5314144429166
1209,757.7588629066996
1210,492.7616999124958
1211,537.3123675921349
1212,2789.2370625510307
1213,244.82129652559792
1214,0.0
1215,606.5567298751828
1216,334.3625986442153
1217,713.3293688677493
1218,99.02791028928917
1219,348.3429660363674
1220,29.420714344742034
1221,209.6369799531217
1222,620.8377751380963
1223,99.39384649862112
1224,1234.0514109868896
1225,43.94023951750524
1226,316.406953055541
1227,0.0
1228,51.402452757315736
1229,188.24596549376628
1230,0.0
1231,0.0
1232,0.0
1233,212.97509848117113
1234,285.8169925678363
1235,293.4648876183671
1236,1546.3230391103616
1237,106.61303855323222
1238,0.0
1239,0.0
1240,179.5846459576037
1241,0.0
1242,745.5372709855186
1243,143.40937476171877
1244,413.1601023133584
1245,0.0
1246,0.0
1247,5057.271249417646
1248,77.0343572591765
1249,0.0
1250,330.2707031717341
1251,223.03272872097313
1252,72.2848692312396
1253,74.60549885760784
1254,765.0411729508231
1255,0.0
1256,50.62142766128947
1257,48.498342738584306
1258,886.0116877912809
1259,66.9704464376684
1260,214.6438344797884
1261,108.41728123010073
1262,287.6886875902586
1263,0.0
1264,0.0
1265,50.042858312135586
1266,125.48614077106915
1267,45.207954723602704
1268,539.5437597813021
1269,0.0
1270,258.7550903083874
1271,665.5879746072394
1272,0.0
1273,1601.234072176346
1274,1236.1753398208803
1275,575.499717065657
1276,339.52488011210517
1277,115.73512567701576
1278,29.286493064529022
1279,1457.8209882443284
1280,1559.7392080220552
1281,315.95133821913174
1282,578.2199176029649
1283,561.233360399883
1284,1146.4926772899155
1285,93.815598335617
1286,1238.9697089355618
1287,442.25625906574754
1288,453.9866696736611
1289,0.0
1290,547.3914578427577
1291,0.0
1292,193.71618657266498
1293,3875.496580149116
1294,206.54053025353193
1295,41.89487615217587
1296,1794.767835209649
1297,3406.252098892373
1298,4098.211289615595
1299,1573.771747958742
1300,2062.4288410705162
1301,206.5214336543755
1302,3363.842820514342
1303,541.7014374852523
1304,161.85156794792525
1305,4156.51970964915
1306,4013.540727383965
1307,2806.884131998066
1308,1150.5117811164414
1309,1476.2790181041228
1310,546.5287136921751
1311,0.0
1312,1259.722820135132
1313,1200.8910921123193
1314,0.0
1315,0.0
1316,0.0
1317,133.2273177861005
1318,1118.7427078353205
1319,384.3399817826007
1320,667.1334678275331
1321,212.92882535620583
1322,1110.0810220794995
1323,433.2399560872295
1324,2198.665792602334
1325,0.0
1326,325.58874088491865
1327,332.86661126126216
1328,1353.6926036566354
1329,377.729647611667
1330,203.45769441560014
1331,599.3561336686374
1332,266.859898956305
1333,192.736883318071
1334,3545.8286710874513
1335,1186.227478624851
1336,5860.6433918045705
1337,5297.91254394859
1338,1885.3651886364632
1339,4039.661472118278
1340,2509.2472065800935
1341,218.34479965200129
1342,3907.4806405076765
1343,47.54410042781266
1344,100.84133152661494
1345,636.5416746914642
1346,277.00138414986617
1347,429.20243399352
1348,0.0
1349,295.9860396408102
1350,0.0
1351,71.67234883242382
1352,146.4854893721132
1353,119.83055459152703
1354,140.72007121862399
1355,71.04159947923505
1356,29.510181784426273
1357,0.0
1358,384.74635740396974
1359,190.89039536206698
1360,105.15226307702387
1361,0.0
1362,0.0
1363,674.8977464365217
1364,227.02647830829625
1365,85.85308602479718
1366,1823.8801076897826
1367,29.9506036848262
1368,171.1105378170185
1369,1169.4629663481535
1370,419.1254636144655
1371,65.08399166754582
1372,678.0400707425266
1373,108.03009965625917
1374,0.0
1375,0.0
1376,336.8682564286147
1377,0.0
1378,0.0
1379,311.01796738577684
1380,0.0
1381,0.0
1382,267.0370719395395
1383,98.27171956063421
1384,531.1745017846739
1385,42.13114666903632
1386,469.09344086827485
1387,451.3285493051468
1388,643.680728151825
1389,1727.1367414288193
1390,1883.7626377210213
1391,1255.4569514083591
1392,31.026606914014753
1393,1069.7391038626731
1394,138.32867690333615
1395,395.06071609464215
1396,73.18675582390229
1397,0.0
1398,150.4949675430689
1399,0.0
1400,416.13952339202643
1401,447.2630473604463
1402,0.0
1403,3361.789577752193
1404,278.0726515612174
1405,1316.943197390554
1406,0.0
1407,33.15104946268288
1408,1048.1412569982465
1409,216.68469112142765
1410,213.31849713366103
1411,813.1516332109844
1412,0.0
1413,0.0
1414,1277.94207519404
1415,1628.890232282072
1416,192.18147404083953
1417,110.22238175245585
1418,298.4435077634439
1419,49.625448791192966
1420,401.633251068525
1421,811.6922744450563
1422,320.98631418797464
1423,0.0
1424,779.2440760621885
1425,1409.6883231061036
1426,179.50271409045797
1427,675.3458280446636
1428,217.79953606923436
1429,0.0
1430,519.7278130715828
1431,1223.5945521146732
1432,1505.7625539718358
1433,316.5041732413767
1434,0.0
1435,458.6824607333195
1436,434.57901663265625
1437,57.04840396466436
1438,1382.1194649445645
1439,399.17308507550246
1440,447.5920507460299
1441,961.6026313096081
1442,563.7519914290626
1443,1063.3291912274808
1444,65.06382880470343
1445,281.04347265420347
1446,1669.8200185876087
1447,1685.12371605204
1448,192.26216359644542
1449,137.29287373983144
1450,163.8569100193105
1451,85.42759834837919
1452,126.16078888278544
1453,157.14617623013217
1454,1721.8553174604529
1455,284.50148947434724
1456,911.1413090295224
1457,309.2149613594241
1458,912.102970349478
1459,726.4803750870378
1460,221.72381368954393
1461,282.10471150862173
1462,0.0
1463,0.0
1464,857.9648170510687
1465,648.1687952049627
1466,155.34199999105078
1467,274.8844640857605
1468,562.686302896797
1469,619.954552977371
1470,748.5434314875481
1471,26.748462937295546
1472,90.47284851821536
1473,5203.872780753272
1474,137.31363657718285
1475,134.13473476497742
1476,96.56255901303989
1477,263.4441959650397
1478,242.1462974425766
1479,284.2839129877559
1480,422.0876179380098
1481,319.97140896985945
1482,948.4360718540353
1483,0.0
1484,0.0
1485,0.0
1486,1091.2761412699087
1487,0.0
1488,126.80253100982573
1489,1374.8740993213903
1490,287.048336264416
1491,4554.441424026759
1492,0.0
1493,300.49260459243203
1494,1259.6323096544097
1495,0.0
1496,1762.5791201090535
1497,160.22860615470097
1498,0.0
1499,424.45597903122234
1500,660.7742009566571
1501,4915.648140905575
1502,5075.535459329832
1503,5029.58751803099
1504,5572.956063254319
1505,13064.224671171765
1506,269.2997300188404
1507,3757.406811127923
1508,4721.226008689886
1509,7726.86475407358
1510,6526.54614524335
1511,5502.131459474003
1512,9075.493171748287
1513,7053.908705428802
1514,7622.554600416519
1515,8040.250800230366
1516,44.491182751737085
1517,5693.07061269181
1518,856.359621212756
1519,1556.5919477241537
1520,2696.990904395632
1521,87.43476843544373
1522,3156.8466751213396
1523,599.2629762768534
1524,353.35418459904463
1525,0.0
1526,5057.208271398396
1527,23.338171696841382
1528,1585.0659608427627
1529,0.0
1530,4845.366172813158
1531,5042.592613200182
1532,70.64565385677611
1533,714.5715048129612
1534,56.61896047721678
1535,0.0
1536,1213.3545561929898
1537,756.3441169308066
1538,0.0
1539,1942.7316306011405
1540,2255.3043722062703
1541,144.82567946587955
1542,5042.609923986503
1543,5841.135634388893
1544,206.4971414923308
1545,0.0
1546,959.1200235080031
1547,236.72116587796933
1548,47.41338409475502
1549,0.0
1550,0.0
1551,0.0
1552,98.06764264274925
1553,0.0
1554,0.0
1555,704.338575222597
1556,276.5903020950604
1557,1067.1980157124044
1558,764.1296717626624
1559,3832.7918581101035
1560,150.935513003967
1561,2553.0358273213665
1562,0.0
1563,329.3661677570861
1564,131.31808283197532
1565,3874.24623200683
1566,302.743044209871
1567,2510.8369138579624
1568,170.56786003959184
