,GENE
5923,FZD5
5924,FZD6
5925,FZD7
5926,FZD8
5927,FZD9
5928,FZR1
5929,G0S2
5930,G2E3
5931,G3BP1
5932,G3BP2
5933,G6PC3
5934,G6PD
5935,GAA
5936,GAB1
5937,GAB2
5938,GAB3
5939,GABARAP
5940,GABARAPL1
5941,GABARAPL2
5942,GABBR1
5943,GABBR2
5944,GABPA
5945,GABPB1
5946,GABPB1-AS1
5947,GABPB2
5948,GABRA2
5949,GABRA3
5950,GABRA4
5951,GABRA5
5952,GABRB1
5953,GABRB3
5954,GABRD
5955,GABRE
5956,GABRG1
5957,GABRG3
5958,GABRQ
5959,GABRR1
5960,GACAT2
5961,GAD1
5962,GAD2
5963,GADD45A
5964,GADD45B
5965,GADD45G
5966,GADD45GIP1
5967,GADL1
5968,GAK
5969,GAL
5970,GAL3ST1
5971,GAL3ST3
5972,GAL3ST4
5973,GALC
5974,GALE
5975,GALK1
5976,GALK2
5977,GALM
5978,GALNS
5979,GALNT1
5980,GALNT10
5981,GALNT11
5982,GALNT12
5983,GALNT13
5984,GALNT14
5985,GALNT15
5986,GALNT16
5987,GALNT18
5988,GALNT2
5989,GALNT3
5990,GALNT5
5991,GALNT6
5992,GALNT7
5993,GALNT8
5994,GALNT9
5995,GALR1
5996,GALR2
5997,GALT
5998,GAMT
5999,GAN
6000,GANAB
6001,GANC
6002,GAP43
6003,GAPDH
6004,GAPLINC
6005,GAPVD1
6006,GAR1
6007,GAREM1
6008,GAREM2
6009,GARNL3
6010,GARS
6011,GART
6012,GAS1
6013,GAS1RR
6014,GAS2
6015,GAS2L1
6016,GAS2L3
6017,GAS5-AS1
6018,GAS6
6019,GAS6-AS1
6020,GAS6-AS2
6021,GAS7
6022,GAS8
6023,GAST
6024,GATA2
6025,GATA2-AS1
6026,GATA3
6027,GATA3-AS1
6028,GATA4
6029,GATA6
6030,GATA6-AS1
6031,GATAD1
6032,GATAD2A
6033,GATAD2B
6034,GATB
6035,GATC
6036,GATM
6037,GATM-AS1
6038,GATS
6039,GATSL2
6040,GATSL3
6041,GBA
6042,GBA2
6043,GBAS
6044,GBE1
6045,GBF1
6046,GBGT1
6047,GBP1
6048,GBP2
6049,GBP3
6050,GBP4
6051,GBP5
6052,GBP7
6053,GBX2
6054,GCA
6055,GCAT
6056,GCC1
6057,GCC2
6058,GCC2-AS1
6059,GCDH
6060,GCFC2
6061,GCH1
6062,GCHFR
6063,GCK
6064,GCKR
6065,GCLC
6066,GCLM
6067,GCN1
6068,GCNT1
6069,GCNT2
6070,GCNT4
6071,GCSH
6072,GDA
6073,GDAP1
6074,GDAP1L1
6075,GDAP2
6076,GDE1
6077,GDF10
6078,GDF11
6079,GDF15
6080,GDF5
6081,GDF5OS
6082,GDF6
6083,GDF7
6084,GDF9
6085,GDI1
6086,GDI2
6087,GDNF
6088,GDNF-AS1
6089,GDPD1
6090,GDPD2
6091,GDPD3
6092,GDPD5
6093,GDPGP1
6094,GEM
6095,GEMIN2
6096,GEMIN4
6097,GEMIN5
6098,GEMIN6
6099,GEMIN7
6100,GEMIN8
6101,GEN1
6102,GET4
6103,GFAP
6104,GFER
6105,GFI1
6106,GFI1B
6107,GFM1
6108,GFM2
6109,GFOD1
6110,GFOD2
6111,GFPT1
6112,GFPT2
6113,GFRA1
6114,GFRA2
6115,GFRA3
6116,GGA1
6117,GGA2
6118,GGA3
6119,GGACT
6120,GGCT
6121,GGCX
6122,GGH
6123,GGN
6124,GGNBP2
6125,GGPS1
6126,GGT1
6127,GGT5
6128,GGT7
6129,GH1
6130,GHDC
6131,GHET1
6132,GHITM
6133,GHR
6134,GHRHR
6135,GHRL
6136,GHRLOS
6137,GID4
6138,GID8
6139,GIGYF1
6140,GIGYF2
6141,GIMAP1
6142,GIMAP2
6143,GIN1
6144,GINM1
6145,GINS1
6146,GINS2
6147,GINS3
6148,GINS4
6149,GIP
6150,GIPC1
6151,GIPC2
6152,GIPC3
6153,GIPR
6154,GIT1
6155,GIT2
6156,GJA1
6157,GJA3
6158,GJA4
6159,GJA5
6160,GJB1
6161,GJB2
6162,GJB7
6163,GJC1
6164,GJC2
6165,GJC3
6166,GK
6167,GK5
6168,GKAP1
6169,GLA
6170,GLB1
6171,GLB1L
6172,GLB1L2
6173,GLB1L3
6174,GLCCI1
6175,GLCE
6176,GLDC
6177,GLDN
6178,GLE1
6179,GLG1
6180,GLI1
6181,GLI2
6182,GLI3
6183,GLI4
6184,GLIDR
6185,GLIPR1
6186,GLIPR1L1
6187,GLIPR1L2
6188,GLIPR2
6189,GLIS1
6190,GLIS2
6191,GLIS2-AS1
6192,GLIS3
6193,GLMN
6194,GLMP
6195,GLO1
6196,GLOD4
6197,GLRA2
6198,GLRB
6199,GLRX
6200,GLRX2
6201,GLRX3
6202,GLRX5
6203,GLS
6204,GLS2
6205,GLT8D1
6206,GLT8D2
6207,GLTP
6208,GLTSCR1
6209,GLTSCR1L
6210,GLTSCR2
6211,GLUD1
6212,GLUD2
6213,GLUL
6214,GLYATL2
6215,GLYCTK
6216,GLYR1
6217,GM2A
6218,GMCL1
6219,GMDS
6220,GMDS-AS1
6221,GMEB1
6222,GMEB2
6223,GMFB
6224,GMFG
6225,GMIP
6226,GMNN
6227,GMPPA
6228,GMPPB
6229,GMPR
6230,GMPR2
6231,GMPS
6232,GNA11
6233,GNA12
6234,GNA13
6235,GNA14
6236,GNA15
6237,GNAI1
6238,GNAI2
6239,GNAI3
6240,GNAL
6241,GNAO1
6242,GNAQ
6243,GNAS
6244,GNAS-AS1
6245,GNAT1
6246,GNAZ
6247,GNB1
6248,GNB1L
6249,GNB2
6250,GNB2L1
6251,GNB3
6252,GNB4
6253,GNB5
6254,GNE
6255,GNG10
6256,GNG11
6257,GNG12
6258,GNG12-AS1
6259,GNG2
6260,GNG3
6261,GNG4
6262,GNG5
6263,GNG7
6264,GNG8
6265,GNGT1
6266,GNGT2
6267,GNL1
6268,GNL2
6269,GNL3
6270,GNL3L
6271,GNMT
6272,GNPAT
6273,GNPDA1
6274,GNPDA2
6275,GNPNAT1
6276,GNPTAB
6277,GNPTG
6278,GNRH1
6279,GNS
6280,GOLGA1
6281,GOLGA2
6282,GOLGA3
6283,GOLGA4
6284,GOLGA5
6285,GOLGA6L10
6286,GOLGA6L2
6287,GOLGA6L4
6288,GOLGA6L9
6289,GOLGA7
6290,GOLGA7B
6291,GOLGA8A
6292,GOLGA8B
6293,GOLGA8N
6294,GOLGA8Q
6295,GOLGA8R
6296,GOLGB1
6297,GOLIM4
6298,GOLM1
6299,GOLPH3
6300,GOLPH3L
6301,GOLT1A
6302,GOLT1B
6303,GON4L
6304,GOPC
6305,GORAB
6306,GORASP1
6307,GORASP2
6308,GOSR1
6309,GOSR2
6310,GOT1
6311,GOT2
6312,GP1BA
6313,GPA33
6314,GPAA1
6315,GPALPP1
6316,GPAM
6317,GPANK1
6318,GPAT2
6319,GPAT3
6320,GPAT4
6321,GPATCH1
6322,GPATCH11
6323,GPATCH2
6324,GPATCH2L
6325,GPATCH3
6326,GPATCH4
6327,GPATCH8
6328,GPBP1
6329,GPBP1L1
6330,GPC1
6331,GPC2
6332,GPC3
6333,GPC4
6334,GPC6
6335,GPCPD1
6336,GPD1
6337,GPD1L
6338,GPD2
6339,GPER1
6340,GPHN
6341,GPI
6342,GPKOW
6343,GPLD1
6344,GPM6A
6345,GPM6B
6346,GPN1
6347,GPN2
6348,GPN3
6349,GPNMB
6350,GPR1
6351,GPR107
6352,GPR108
6353,GPR12
6354,GPR135
6355,GPR137
6356,GPR137B
6357,GPR137C
6358,GPR143
6359,GPR146
6360,GPR150
6361,GPR153
6362,GPR155
6363,GPR156
6364,GPR157
6365,GPR158
6366,GPR158-AS1
6367,GPR160
6368,GPR161
6369,GPR162
6370,GPR17
6371,GPR171
6372,GPR173
6373,GPR176
6374,GPR18
6375,GPR180
6376,GPR183
6377,GPR19
6378,GPR26
6379,GPR27
6380,GPR3
6381,GPR35
6382,GPR37
6383,GPR37L1
6384,GPR39
6385,GPR4
6386,GPR61
6387,GPR63
6388,GPR68
6389,GPR82
6390,GPR83
6391,GPR85
6392,GPR88
6393,GPR89A
6394,GPR89B
6395,GPRASP1
6396,GPRASP2
6397,GPRC5A
6398,GPRC5B
6399,GPRC5C
6400,GPRIN1
6401,GPRIN3
6402,GPS1
6403,GPS2
6404,GPSM1
6405,GPSM2
6406,GPSM3
6407,GPT
6408,GPT2
6409,GPX1
6410,GPX3
6411,GPX4
6412,GPX7
6413,GPX8
6414,GRAMD1A
6415,GRAMD1B
6416,GRAMD1C
6417,GRAMD3
6418,GRAMD4
6419,GRAP
6420,GRAP2
6421,GRASP
6422,GRB10
6423,GRB14
6424,GRB2
6425,GRB7
6426,GREB1
6427,GREB1L
6428,GREM1
6429,GREM2
6430,GRHL1
6431,GRHL3
6432,GRHPR
6433,GRIA1
6434,GRIA2
6435,GRIA3
6436,GRIA4
6437,GRID1
6438,GRID2
6439,GRIK1
6440,GRIK1-AS1
6441,GRIK2
6442,GRIK3
6443,GRIK4
6444,GRIK5
6445,GRIN2A
6446,GRIN2B
6447,GRIN2C
6448,GRIN2D
6449,GRIN3A
6450,GRIN3B
6451,GRINA
6452,GRIP1
6453,GRIP2
6454,GRIPAP1
6455,GRK4
6456,GRK5
6457,GRK6
6458,GRM2
6459,GRM3
6460,GRM4
6461,GRM5
6462,GRM7
6463,GRM7-AS1
6464,GRM8
6465,GRN
6466,GRP
6467,GRPEL1
6468,GRPEL2
6469,GRPR
6470,GRSF1
6471,GRTP1
6472,GRWD1
6473,GS1-124K5.11
6474,GS1-124K5.3
6475,GS1-124K5.4
6476,GS1-166A23.2
6477,GS1-24F4.2
6478,GS1-259H13.2
6479,GS1-279B7.2
6480,GS1-393G12.14
6481,GS1-600G8.5
6482,GS1-72M22.1
6483,GSAP
6484,GSC
6485,GSDMB
6486,GSDMD
6487,GSE1
6488,GSG1
6489,GSG1L
6490,GSG2
6491,GSK3A
6492,GSK3B
6493,GSKIP
6494,GSN
6495,GSN-AS1
6496,GSPT1
6497,GSPT2
6498,GSR
6499,GSS
6500,GSTA1
6501,GSTA4
6502,GSTCD
6503,GSTK1
6504,GSTM1
6505,GSTM2
6506,GSTM3
6507,GSTM4
6508,GSTM5
6509,GSTO1
6510,GSTO2
6511,GSTP1
6512,GSTT2B
6513,GSTZ1
6514,GSX1
6515,GSX2
6516,GTDC1
6517,GTF2A1
6518,GTF2A1L
6519,GTF2A2
6520,GTF2B
6521,GTF2E1
6522,GTF2E2
6523,GTF2F1
6524,GTF2F2
6525,GTF2H1
6526,GTF2H2
6527,GTF2H2C
6528,GTF2H3
6529,GTF2H4
6530,GTF2H5
6531,GTF2I
6532,GTF2IRD1
6533,GTF2IRD2
6534,GTF2IRD2B
6535,GTF3A
6536,GTF3C1
6537,GTF3C2
6538,GTF3C3
6539,GTF3C4
6540,GTF3C5
6541,GTF3C6
6542,GTPBP1
6543,GTPBP10
6544,GTPBP2
6545,GTPBP3
6546,GTPBP4
6547,GTPBP6
6548,GTPBP8
6549,GTSCR1
6550,GTSE1
6551,GTSE1-AS1
6552,GUCA1A
6553,GUCA1C
6554,GUCD1
6555,GUCY1A2
6556,GUCY1A3
6557,GUCY1B3
6558,GUF1
6559,GUK1
6560,GULP1
6561,GUSB
6562,GVQW1
6563,GVQW2
6564,GXYLT1
6565,GXYLT2
6566,GYG1
6567,GYG2
6568,GYLTL1B
6569,GYPC
6570,GYPE
6571,GYS1
6572,GZF1
6573,GZMM
6574,H1F0
6575,H1FX
6576,H1FX-AS1
6577,H2AFJ
6578,H2AFV
6579,H2AFX
6580,H2AFY
6581,H2AFY2
6582,H2AFZ
6583,H2BFS
6584,H3F3A
6585,H3F3B
6586,H3F3C
6587,H6PD
6588,HAAO
6589,HABP2
6590,HABP4
6591,HACD1
6592,HACD2
6593,HACD3
6594,HACD4
6595,HACE1
6596,HACL1
6597,HADH
6598,HADHA
6599,HADHB
6600,HAGH
6601,HAGHL
6602,HAGLR
6603,HAGLROS
6604,HAND1
6605,HAND2
6606,HAND2-AS1
6607,HAP1
6608,HAPLN1
6609,HAPLN2
6610,HAPLN3
6611,HAPLN4
6612,HARBI1
6613,HARS
6614,HARS2
6615,HAS2
6616,HAS2-AS1
6617,HAS3
6618,HAT1
6619,HAUS1
6620,HAUS2
6621,HAUS3
6622,HAUS4
6623,HAUS5
6624,HAUS6
6625,HAUS7
6626,HAUS8
6627,HAVCR2
6628,HAX1
6629,HBA1
6630,HBB
6631,HBD
6632,HBE1
6633,HBEGF
6634,HBG2
6635,HBP1
6636,HBQ1
6637,HBS1L
6638,HBZ
6639,HCAR1
6640,HCCAT5
6641,HCCS
6642,HCFC1
6643,HCFC1R1
6644,HCFC2
6645,HCG11
6646,HCG14
6647,HCG17
6648,HCG18
6649,HCG20
6650,HCG22
6651,HCG23
6652,HCG27
6653,HCG9
6654,HCK
6655,HCLS1
6656,HCN1
6657,HCN2
6658,HCN3
6659,HCRT
6660,HCRTR1
6661,HCST
6662,HDAC1
6663,HDAC10
6664,HDAC11
6665,HDAC2
6666,HDAC3
6667,HDAC4
6668,HDAC5
6669,HDAC6
6670,HDAC7
6671,HDAC8
6672,HDAC9
6673,HDC
6674,HDDC2
6675,HDDC3
6676,HDGF
6677,HDHD2
6678,HDHD3
6679,HDLBP
6680,HDX
6681,HEATR1
6682,HEATR3
6683,HEATR5A
6684,HEATR5B
6685,HEATR6
6686,HEBP1
6687,HEBP2
6688,HECA
6689,HECTD1
6690,HECTD2
6691,HECTD3
6692,HECTD4
6693,HECW1
6694,HECW2
6695,HEG1
6696,HELB
6697,HELLS
6698,HELQ
6699,HELZ
6700,HELZ2
6701,HEMK1
6702,HENMT1
6703,HEPACAM
6704,HEPH
6705,HEPN1
6706,HERC1
6707,HERC2
6708,HERC3
6709,HERC4
6710,HERC5
6711,HERC6
6712,HERPUD1
6713,HERPUD2
6714,HES1
6715,HES2
6716,HES4
6717,HES5
6718,HES6
6719,HES7
6720,HESX1
6721,HEXA
6722,HEXA-AS1
6723,HEXB
6724,HEXDC
6725,HEXIM1
6726,HEXIM2
6727,HEY1
6728,HEY2
6729,HEYL
6730,HFE
6731,HFM1
6732,HGD
6733,HGF
6734,HGFAC
6735,HGH1
6736,HGS
6737,HGSNAT
6738,HHAT
6739,HHATL
6740,HHEX
6741,HHIP
6742,HHIP-AS1
6743,HHIPL1
6744,HHIPL2
6745,HHLA3
6746,HIBADH
6747,HIBCH
6748,HIC1
6749,HIC2
6750,HID1
6751,HIF1A
6752,HIF1A-AS1
6753,HIF1AN
6754,HIF3A
6755,HIGD1A
6756,HIGD1B
6757,HIGD2A
6758,HILPDA
6759,HINFP
6760,HINT1
6761,HINT2
6762,HINT3
6763,HIP1
6764,HIP1R
6765,HIPK1
6766,HIPK1-AS1
6767,HIPK2
6768,HIPK3
6769,HIPK4
6770,HIRA
6771,HIRIP3
6772,HIST1H1A
6773,HIST1H1B
6774,HIST1H1C
6775,HIST1H1D
6776,HIST1H1E
6777,HIST1H2AB
6778,HIST1H2AC
6779,HIST1H2AE
6780,HIST1H2AG
6781,HIST1H2AH
6782,HIST1H2AI
6783,HIST1H2AJ
6784,HIST1H2AK
6785,HIST1H2AL
6786,HIST1H2AM
6787,HIST1H2BC
6788,HIST1H2BD
6789,HIST1H2BE
6790,HIST1H2BF
6791,HIST1H2BG
6792,HIST1H2BH
6793,HIST1H2BJ
6794,HIST1H2BK
6795,HIST1H2BL
6796,HIST1H2BN
6797,HIST1H3A
6798,HIST1H3B
6799,HIST1H3C
6800,HIST1H3E
6801,HIST1H3F
6802,HIST1H3G
6803,HIST1H3H
6804,HIST1H3I
6805,HIST1H3J
6806,HIST1H4C
6807,HIST1H4E
6808,HIST1H4H
6809,HIST1H4J
6810,HIST2H2AA4
6811,HIST2H2AB
6812,HIST2H2AC
6813,HIST2H2BE
6814,HIST2H2BF
6815,HIST2H4A
6816,HIST2H4B
6817,HIST3H2A
6818,HIST3H2BB
6819,HIST4H4
6820,HIVEP1
6821,HIVEP2
6822,HIVEP3
6823,HJURP
6824,HK1
6825,HK2
6826,HKDC1
6827,HKR1
6828,HLA-A
6829,HLA-B
6830,HLA-C
6831,HLA-DMA
6832,HLA-DMB
6833,HLA-DOA
6834,HLA-DOB
6835,HLA-DPA1
6836,HLA-DPB1
6837,HLA-DQA1
6838,HLA-DQA2
6839,HLA-DQB1
6840,HLA-DRA
6841,HLA-DRB1
6842,HLA-DRB5
6843,HLA-E
6844,HLA-F
6845,HLA-G
6846,HLCS
6847,HLF
6848,HLTF
6849,HLX
6850,HLX-AS1
6851,HM13
6852,HM13-AS1
6853,HMBOX1
6854,HMBS
6855,HMCES
6856,HMCN1
6857,HMCN2
6858,HMG20A
6859,HMG20B
6860,HMGA1
6861,HMGA2
6862,HMGB1
6863,HMGB2
6864,HMGB3
6865,HMGCL
6866,HMGCR
6867,HMGCS1
6868,HMGN1
6869,HMGN2
6870,HMGN3
6871,HMGN3-AS1
6872,HMGN4
6873,HMGN5
6874,HMGXB3
6875,HMGXB4
6876,HMHA1
6877,HMMR
6878,HMOX1
6879,HMOX2
6880,HMP19
6881,HMSD
6882,HMX1
6883,HMX2
6884,HN1
6885,HN1L
6886,HNF1B
6887,HNF4G
6888,HNMT
6889,HNRNPA0
6890,HNRNPA1
6891,HNRNPA1L2
6892,HNRNPA2B1
6893,HNRNPA3
6894,HNRNPAB
6895,HNRNPC
6896,HNRNPD
6897,HNRNPDL
6898,HNRNPF
6899,HNRNPH1
6900,HNRNPH2
6901,HNRNPH3
6902,HNRNPK
6903,HNRNPL
6904,HNRNPLL
6905,HNRNPM
6906,HNRNPR
6907,HNRNPU
6908,HNRNPU-AS1
6909,HNRNPUL1
6910,HNRNPUL2
6911,HOGA1
6912,HOMER1
6913,HOMER2
6914,HOMER3
6915,HOMEZ
6916,HOOK1
6917,HOOK2
6918,HOOK3
6919,HOPX
6920,HORMAD2
6921,HORMAD2-AS1
6922,HOTAIR
6923,HOTAIRM1
6924,HOTTIP
6925,HOXA1
6926,HOXA10
6927,HOXA10-AS
6928,HOXA11
6929,HOXA11-AS
6930,HOXA13
6931,HOXA2
6932,HOXA3
6933,HOXA4
6934,HOXA5
6935,HOXA6
6936,HOXA7
6937,HOXA9
6938,HOXA-AS2
6939,HOXA-AS3
6940,HOXB13
6941,HOXB2
6942,HOXB3
6943,HOXB4
6944,HOXB5
6945,HOXB6
6946,HOXB7
6947,HOXB8
6948,HOXB9
6949,HOXB-AS1
6950,HOXB-AS3
6951,HOXC10
6952,HOXC11
6953,HOXC13
6954,HOXC13-AS
6955,HOXC4
6956,HOXC5
6957,HOXC6
6958,HOXC8
6959,HOXC9
6960,HOXC-AS1
6961,HOXD1
6962,HOXD10
6963,HOXD11
6964,HOXD13
6965,HOXD3
6966,HOXD4
6967,HOXD8
6968,HOXD9
6969,HOXD-AS2
6970,HP
6971,HP09025
6972,HP1BP3
6973,HPCA
6974,HPCAL1
6975,HPCAL4
6976,HPD
6977,HPDL
6978,HPGD
6979,HPN-AS1
6980,HPRT1
6981,HPS1
6982,HPS3
6983,HPS4
6984,HPS5
6985,HPS6
6986,HPSE
6987,HR
6988,HRAS
6989,HRASLS
6990,HRASLS2
6991,HRASLS5
6992,HRAT17
6993,HRAT92
6994,HRCT1
6995,HRH1
6996,HRH2
6997,HRK
6998,HRSP12
6999,HS1BP3
7000,HS2ST1
7001,HS3ST1
7002,HS3ST3A1
7003,HS3ST3B1
7004,HS3ST5
7005,HS6ST1
7006,HS6ST2
7007,HSBP1
7008,HSBP1L1
7009,HSCB
7010,HSD11B1
7011,HSD11B1L
7012,HSD11B2
7013,HSD17B1
7014,HSD17B10
7015,HSD17B11
7016,HSD17B12
7017,HSD17B13
7018,HSD17B14
7019,HSD17B2
7020,HSD17B3
7021,HSD17B4
7022,HSD17B6
7023,HSD17B7
7024,HSD17B8
7025,HSD3B7
7026,HSDL1
7027,HSDL2
7028,HSF1
7029,HSF2
7030,HSF2BP
7031,HSF4
7032,HSP90AA1
7033,HSP90AB1
7034,HSP90B1
7035,HSPA12A
7036,HSPA12B
7037,HSPA13
7038,HSPA14
7039,HSPA1A
7040,HSPA1B
7041,HSPA1L
7042,HSPA2
7043,HSPA4
7044,HSPA4L
7045,HSPA5
7046,HSPA6
7047,HSPA8
7048,HSPA9
7049,HSPB1
7050,HSPB11
7051,HSPB2
7052,HSPB3
7053,HSPB6
7054,HSPB7
7055,HSPB8
7056,HSPB9
7057,HSPBAP1
7058,HSPBP1
7059,HSPD1
7060,HSPE1
7061,HSPG2
7062,HSPH1
7063,HTATIP2
7064,HTATSF1
7065,HTR1D
7066,HTR1F
7067,HTR2A
7068,HTR2B
7069,HTR7
7070,HTRA1
7071,HTRA2
7072,HTRA3
7073,HTRA4
7074,HTT
7075,HUNK
7076,HUS1
7077,HUS1B
7078,HUWE1
7079,HVCN1
7080,HYAL1
7081,HYAL2
7082,HYAL3
7083,HYDIN
7084,HYI
7085,HYI-AS1
7086,HYKK
7087,HYLS1
7088,HYOU1
7089,HYPK
7090,IAH1
7091,IARS
7092,IARS2
7093,IBA57
7094,IBA57-AS1
7095,IBSP
7096,IBTK
7097,ICA1
7098,ICA1L
7099,ICAM1
7100,ICAM2
7101,ICAM3
7102,ICAM4
7103,ICAM5
7104,ICE1
7105,ICE2
7106,ICK
7107,ICMT
7108,ICOSLG
7109,ICT1
7110,ID1
7111,ID2
7112,ID2-AS1
7113,ID3
7114,ID4
7115,IDE
7116,IDH1
7117,IDH1-AS1
7118,IDH2
7119,IDH3A
7120,IDH3B
7121,IDH3G
7122,IDI1
7123,IDI2-AS1
7124,IDNK
7125,IDO1
7126,IDS
7127,IDUA
7128,IER2
7129,IER3
7130,IER3IP1
7131,IER5
7132,IER5L
7133,IFFO1
7134,IFFO2
7135,IFI16
7136,IFI27
7137,IFI27L1
7138,IFI27L2
7139,IFI30
7140,IFI35
7141,IFI44
7142,IFI44L
7143,IFI6
7144,IFIH1
7145,IFIT1
7146,IFIT2
7147,IFIT3
7148,IFIT5
7149,IFITM1
7150,IFITM10
7151,IFITM2
7152,IFITM3
7153,IFNAR1
7154,IFNAR2
7155,IFNGR1
7156,IFNGR2
7157,IFNLR1
7158,IFRD1
7159,IFRD2
7160,IFT122
7161,IFT140
7162,IFT172
7163,IFT20
7164,IFT22
7165,IFT27
7166,IFT43
7167,IFT46
7168,IFT52
7169,IFT57
7170,IFT74
7171,IFT74-AS1
7172,IFT80
7173,IFT81
7174,IFT88
7175,IGBP1
7176,IGDCC3
7177,IGDCC4
7178,IGF1
7179,IGF1R
7180,IGF2
7181,IGF2-AS
7182,IGF2BP1
7183,IGF2BP2
7184,IGF2BP3
7185,IGF2R
7186,IGFBP1
7187,IGFBP2
7188,IGFBP3
7189,IGFBP4
7190,IGFBP5
7191,IGFBP6
7192,IGFBP7
7193,IGFBP7-AS1
7194,IGFBPL1
7195,IGFL2
7196,IGFL4
7197,IGFLR1
7198,IGFN1
7199,IGHMBP2
7200,IGIP
7201,IGKC
7202,IGLC2
7203,IGLON5
7204,IGSF10
7205,IGSF11
7206,IGSF21
7207,IGSF22
7208,IGSF23
7209,IGSF3
7210,IGSF5
7211,IGSF8
7212,IGSF9
7213,IGSF9B
7214,IK
7215,IKBIP
7216,IKBKAP
7217,IKBKB
7218,IKBKE
7219,IKBKG
7220,IKZF2
7221,IKZF4
7222,IKZF5
7223,IL10RB
7224,IL10RB-AS1
7225,IL11
7226,IL11RA
7227,IL12A
7228,IL12A-AS1
7229,IL12RB1
7230,IL13
7231,IL13RA1
7232,IL13RA2
7233,IL15
7234,IL15RA
7235,IL16
7236,IL17B
7237,IL17D
7238,IL17RA
7239,IL17RB
7240,IL17RC
7241,IL17RD
7242,IL17RE
7243,IL18
7244,IL18BP
7245,IL1A
7246,IL1B
7247,IL1R1
7248,IL1R2
7249,IL1RAP
7250,IL1RAPL1
7251,IL1RAPL2
7252,IL1RL1
7253,IL20RA
7254,IL20RB
7255,IL21R
7256,IL22RA1
7257,IL23A
7258,IL27RA
7259,IL31RA
7260,IL32
7261,IL33
7262,IL34
7263,IL36G
7264,IL3RA
7265,IL4I1
7266,IL4R
7267,IL6
7268,IL6R
7269,IL6ST
7270,IL7
7271,IL7R
7272,ILDR2
7273,ILF2
7274,ILF3
7275,ILF3-AS1
7276,ILK
7277,ILKAP
7278,ILVBL
7279,IMMP1L
7280,IMMP2L
7281,IMMT
7282,IMP3
7283,IMP4
7284,IMPA1
7285,IMPA2
7286,IMPACT
7287,IMPAD1
7288,IMPDH1
7289,IMPDH2
7290,IMPG2
7291,INA
7292,INADL
7293,INAFM1
7294,INAFM2
7295,INCA1
7296,INCENP
7297,INF2
7298,ING1
7299,ING2
7300,ING3
7301,ING4
7302,ING5
7303,INHA
7304,INHBA
7305,INHBA-AS1
7306,INHBB
7307,INHBE
7308,INIP
7309,INMT
7310,INO80
7311,INO80B
7312,INO80C
7313,INO80D
7314,INO80E
7315,INPP1
7316,INPP4A
7317,INPP4B
7318,INPP5A
7319,INPP5B
7320,INPP5D
7321,INPP5E
7322,INPP5F
7323,INPP5J
7324,INPP5K
7325,INPPL1
7326,INSC
7327,INSIG1
7328,INSIG2
7329,INS-IGF2
7330,INSL3
7331,INSM1
7332,INSM2
7333,INSR
7334,INTS1
7335,INTS10
7336,INTS12
7337,INTS2
7338,INTS3
7339,INTS4
7340,INTS5
7341,INTS6
7342,INTS6-AS1
7343,INTS7
7344,INTS8
7345,INTS9
7346,INTU
7347,INVS
7348,IP6K1
7349,IP6K2
7350,IP6K3
7351,IPCEF1
7352,IPMK
7353,IPO11
7354,IPO13
7355,IPO4
7356,IPO5
7357,IPO7
7358,IPO8
7359,IPO9
7360,IPO9-AS1
7361,IPP
7362,IPPK
7363,IQCA1
7364,IQCA1-AS1
7365,IQCB1
7366,IQCC
7367,IQCD
7368,IQCE
7369,IQCG
7370,IQCH
7371,IQCH-AS1
7372,IQCJ-SCHIP1
7373,IQCK
7374,IQGAP1
7375,IQGAP2
7376,IQGAP3
7377,IQSEC1
7378,IQSEC2
7379,IQSEC3
7380,IQUB
7381,IRAK1
7382,IRAK1BP1
7383,IRAK2
7384,IRAK3
7385,IRAK4
7386,IREB2
7387,IRF1
7388,IRF2
7389,IRF2BP1
7390,IRF2BP2
7391,IRF2BPL
7392,IRF3
7393,IRF5
7394,IRF6
7395,IRF7
7396,IRF9
7397,IRGM
7398,IRGQ
7399,IRS1
7400,IRS2
7401,IRX1
7402,IRX2
7403,IRX3
7404,IRX4
7405,IRX5
7406,ISCA1
7407,ISCA2
7408,ISCU
7409,ISG15
7410,ISG20
7411,ISG20L2
7412,ISL1
7413,ISL2
7414,ISLR
7415,ISLR2
7416,ISM2
7417,ISOC1
7418,ISOC2
7419,ISPD
7420,IST1
7421,ISY1
7422,ISYNA1
7423,ITCH
7424,ITFG1
7425,ITFG1-AS1
7426,ITFG2
7427,ITGA1
7428,ITGA10
7429,ITGA11
7430,ITGA2
7431,ITGA2B
7432,ITGA3
7433,ITGA4
7434,ITGA5
7435,ITGA6
7436,ITGA7
7437,ITGA8
7438,ITGA9
7439,ITGAE
7440,ITGAV
7441,ITGB1
7442,ITGB1BP1
7443,ITGB1BP2
7444,ITGB2-AS1
7445,ITGB3
7446,ITGB3BP
7447,ITGB4
7448,ITGB5
7449,ITGB6
7450,ITGB7
7451,ITGB8
7452,ITGBL1
7453,ITIH1
7454,ITIH3
7455,ITIH4
7456,ITIH5
7457,ITIH6
7458,ITK
7459,ITM2A
7460,ITM2B
7461,ITM2C
7462,ITPA
7463,ITPK1
7464,ITPK1-AS1
7465,ITPKA
7466,ITPKB
7467,ITPKC
7468,ITPR1
7469,ITPR1-AS1
7470,ITPR2
